make,model,year_of_manufacture,color,condition,mileage,engine_size,registered_city,selling_condition,bought_condition,transmission_system
Ford,Escape,2018,Black,Local Used,114501,1500,LAGOS,Registered,Brand new,Automatic
Toyota,Avalon,2002,Black,Local Used,N/A,3000,RIVERS,Registered,Registered,Automatic
Lexus,RX 330,2004,Black,Local Used,193132,3300,FCT,Registered,Registered,Automatic
Toyota,Corolla,2019,White,Foreign Used,36261,1200,N/A,Imported,Imported,Automatic
Mercedes-Benz,M Class,2009,White,Local Used,111928,3500,LAGOS,Registered,Imported,Automatic
Honda,Odyssey,1998,Green,Local Used,N/A,3500,Abuja,Registered,Registered,Automatic
Toyota,Corolla,2005,Black,Local Used,185241,1800,N/A,Registered,Registered,Automatic
Mercedes-Benz,E350,2010,White,Local Used,222783,3500,Abuja,Registered,Registered,Automatic
Chevrolet,Equinox,2010,Black,Foreign Used,152971,2400,N/A,Imported,Imported,Automatic
JMC,Vigus,2021,White,Local Used,41266,2000,Ondo,Registered,Imported,Manual
Toyota,Avalon,2003,Black,Local Used,308351,N/A,LAGOS,Registered,Registered,Automatic
Ford,Explorer,2007,White,Local Used,199513,4600,LAGOS,Registered,Registered,Automatic
Kia,Sorento,2012,Gray,Local Used,217328,3500,LAGOS,Registered,Registered,AMT
Infiniti,Q45,2003,White,Local Used,277480,4500,Abuja,Registered,Registered,Automatic
Honda,Accord,2013,Black,Foreign Used,147528,2400,N/A,Imported,Imported,Automatic
Toyota,Camry,2004,Black,Local Used,293152,2400,Lagos State,Registered,Imported,Automatic
Lexus,RX 300,1999,White,Local Used,406825,3000,Lagos,Registered,Imported,Automatic
Ford,Edge,2009,Blue,Local Used,123093,3500,AKWA IBOM,Registered,Registered,Automatic
Honda,Accord,2007,Black,Local Used,257325,2400,N/A,Registered,Registered,Automatic
Mazda,CX-7,2009,Blue,Foreign Used,130646,2300,N/A,Imported,Imported,Automatic
Lexus,ES,2002,Black,Local Used,113687,3300,LAGOS,Registered,Registered,Automatic
Toyota,Sienna,2006,Silver,Foreign Used,110280,3300,N/A,Imported,Imported,Automatic
Ford,Edge,2007,White,Local Used,247946,3500,N/A,Registered,Imported,Automatic
Volvo,XC90,2005,Red,Local Used,525863,3000,LAGOS,Registered,Registered,Automatic
Toyota,Sienna,2012,Green,Local Used,86513,3500,Abuja,Registered,Registered,Automatic
Toyota,Camry,2015,Red,Foreign Used,111010,2500,N/A,Imported,Imported,Automatic
Toyota,Camry,2007,Silver,Local Used,403162,2400,Lagos,Registered,Registered,Automatic
Ford,Edge,2007,Orange,Local Used,115256,3500,LAGOS,Registered,Imported,Automatic
Toyota,Tundra,2006,Gray,Local Used,111607,4700,LAGOS,Registered,Registered,Automatic
Ford,Freestyle,2005,Gold,Foreign Used,200510,3000,N/A,Imported,Imported,Automatic
Nissan,Xterra,2005,Gray,Local Used,179526,3600,Abuja,Registered,Registered,Automatic
Toyota,RAV4,2008,Red,Local Used,129483,2400,LAGOS,Registered,Imported,Automatic
Acura,MDX,2013,Black,Foreign Used,106988,3500,N/A,Imported,Imported,Automatic
GAC,GA3,2018,Black,Local Used,78213,1600,LAGOS,Registered,Registered,Automatic
Toyota,Avensis,2006,Green,Local Used,138237,1800,LAGOS,Registered,Imported,Automatic
Porsche,Cayenne,2004,Gold,Foreign Used,156975,4500,N/A,Imported,Imported,Automatic
Toyota,Highlander,2011,Gold,Local Used,179530,N/A,ABUJA,Registered,Imported,Automatic
Nissan,Almera,2001,Silver,Local Used,261968,1600,Lagos,Registered,Registered,Manual
Honda,Accord,2011,Red,Local Used,254406,3500,N/A,Registered,Registered,Automatic
Honda,Crosstour,2010,Silver,Local Used,117919,3500,N/A,Registered,Registered,Automatic
Mazda,CX-7,2010,Black,Local Used,269624,2500,LAGOS,Registered,Imported,Automatic
Ford,Explorer,2017,Silver,Foreign Used,204971,3500,N/A,Imported,Imported,Automatic
Lexus,ES,2002,Black,Local Used,87168,3000,Abuja,Registered,Imported,Automatic
Honda,Accord,2003,Silver,Local Used,97197,2400,Osun state,Registered,Registered,Automatic
Toyota,Hilux,2006,Off white,Local Used,163194,2500,N/A,Registered,Registered,Manual
Nissan,Serena,1995,White,Local Used,1622623,2700,OYO,Registered,Imported,Manual
Mercedes-Benz,C180,2005,Black,Local Used,262818,1800,Lagos,Registered,Imported,Automatic
Lexus,RX 350,2018,Gray,Foreign Used,51413,3500,N/A,Imported,Imported,Automatic
Honda,Odyssey,2003,Blue,Local Used,115195,3500,N/A,Registered,Registered,Automatic
Subaru,Tribeca,2006,Gold,Local Used,237910,3000,Lagos,Registered,Registered,Automatic
Honda,Ridgeline,2007,White,Local Used,133561,3500,LAGOS,Registered,Registered,Automatic
Mercedes-Benz,C300,2008,Gray,Local Used,129114,3000,N/A,Registered,Imported,Automatic
Isuzu,Rodeo,2004,White,Local Used,152325,3200,N/A,Registered,Imported,Automatic
Hyundai,Santa Fe,2010,Red,Local Used,2024,3500,N/A,Registered,Imported,Automatic
Toyota,Solara,2001,Gold,Local Used,258314,2200,N/A,Registered,Registered,Automatic
BMW,528i,2011,Gray,Foreign Used,172741,2000,N/A,Imported,Imported,Automatic
Ford,Edge,2007,White,Local Used,250709,3500,Abuja,Registered,Registered,Automatic
Toyota,Camry,2011,Silver,Local Used,181134,3500,N/A,Registered,Imported,Automatic
Honda,Accord,2007,Black,Local Used,85425,2400,OGUN STATE,Registered,Registered,Automatic
Toyota,Highlander,2007,Gold,Local Used,249442,3500,Lagos,Registered,Registered,Automatic
Acura,TL,2010,Gray,Local Used,254702,3500,Abuja,Registered,Imported,Automatic
Toyota,Camry,2012,Black,Foreign Used,194337,2400,N/A,Imported,Imported,Automatic
Lexus,RX 350,2008,Black,Local Used,203616,3500,N/A,Registered,Registered,Automatic
Toyota,Corolla,2014,White,Foreign Used,148153,1800,N/A,Imported,Imported,Automatic
Land Rover,Range Rover Sport,2012,Brown,Local Used,116916,4800,ABUJA,Registered,Registered,Automatic
Hyundai,Sonata,2015,Burgandy,Foreign Used,73878,2400,N/A,Imported,Imported,Automatic
Hyundai,Sonata,2015,Black,Foreign Used,165933,2400,N/A,Imported,Imported,Automatic
Mercedes-Benz,M Class,2007,Gray,Local Used,294565,3500,N/A,Registered,Imported,Automatic
Mercedes-Benz,M Class,2013,Black,Local Used,234138,3500,N/A,Registered,Imported,Automatic
Toyota,Tundra,2010,Gray,Foreign Used,542075,4600,N/A,Imported,Imported,Automatic
Nissan,Sunny,2007,Black,Local Used,207029,1800,ABUJA,Registered,Registered,Automatic
Mercedes-Benz,C240,2001,White,Local Used,396753,2600,N/A,Registered,Imported,Automatic
Mercedes-Benz,S-Class,2021,Black,Foreign Used,47211,4000,N/A,Imported,Imported,Automatic
Mercedes-Benz,C300,2008,Gray,Foreign Used,299993,3000,N/A,Imported,Imported,Automatic
Lexus,ES,2012,Gray,Foreign Used,278618,3500,N/A,Imported,Imported,Automatic
Honda,Pilot,2005,Gold,Local Used,195550,3500,LAGOS,Registered,Registered,Automatic
Volkswagen,Golf,2000,Black,Local Used,481559,1800,LAGOS,Registered,Imported,Automatic
Nissan,Altima,2002,Red,Local Used,20312,2500,Lagos State,Registered,Registered,Automatic
Hyundai,Sonata,2012,Blue,Foreign Used,175804,1800,N/A,Imported,Imported,Automatic
Ford,Edge,2011,Silver,Local Used,190537,3500,LAGOS,Registered,Imported,Automatic
Toyota,Camry,2007,Gray,Local Used,322228,3000,Lagos,Registered,Registered,Automatic
Hyundai,Santa Fe,2015,White,Foreign Used,171450,3300,N/A,Imported,Imported,Automatic
Toyota,Highlander,2009,Teal,Local Used,316668,3500,N/A,Registered,Registered,Automatic
Lexus,RX 350,2011,Black,Local Used,159025,3500,FCT,Registered,Imported,Automatic
Lexus,RX,2010,Off white,Foreign Used,165127,3500,N/A,Imported,Imported,Automatic
Acura,MDX,2005,Blue,Local Used,369359,3500,LAGOS,Registered,Registered,Automatic
Mercedes-Benz,G-Class,2002,Black,Local Used,235771,5000,Abuja,Registered,Imported,Automatic
Hyundai,Sonata,2016,Silver,Foreign Used,191094,2500,N/A,Imported,Imported,Automatic
Peugeot,306,2004,Silver,Local Used,239873,2100,LAGOS,Registered,Registered,Manual
Mercedes-Benz,M Class,2006,Red,Local Used,183720,3500,Lagos,Registered,Imported,Automatic
Toyota,Camry,2010,White,Local Used,482322,2500,Abuja,Registered,Registered,Automatic
Hyundai,Santa Fe,2002,Black,Local Used,182967,2700,LAGOS,Registered,Registered,Automatic
Ford,E-150,2008,White,Local Used,389722,4600,LAGOS,Registered,Registered,Automatic
Mercedes-Benz,C300,2010,White,Local Used,121532,3500,LAGOS,Registered,Imported,Automatic
Mercedes-Benz,S-Class,2015,White,Local Used,149818,4600,N/A,Registered,Imported,Automatic
Chevrolet,Silverado,2013,White,Foreign Used,310210,4800,N/A,Imported,Imported,Automatic
Ford,Edge,2012,Black,Local Used,245212,3500,ABUJA,Registered,Registered,Automatic
Toyota,RAV4,2009,Black,Local Used,156857,3500,LAGOS,Registered,Imported,Automatic
Chevrolet,Malibu,2013,White,Local Used,150284,2500,LAGOS,Registered,Imported,Automatic
Hyundai,Sonata,2015,Blue,Foreign Used,95699,2400,N/A,Imported,Imported,Automatic
Hyundai,Sonata,2015,Gray,Foreign Used,127856,2400,N/A,Imported,Imported,Automatic
BMW,7 Series,2015,Silver,Foreign Used,171779,4400,N/A,Imported,Imported,Automatic
Toyota,Camry,2005,Gray,Local Used,308709,2400,ABUJA,Registered,Registered,Automatic
Toyota,Avalon,2003,Gold,Local Used,345914,3000,Abia,Registered,Imported,Automatic
Honda,Crosstour,2014,Gray,Foreign Used,134722,3500,N/A,Imported,Imported,Automatic
Hyundai,Santa Fe,2010,Black,Local Used,159891,2400,LAGOS,Registered,Registered,Automatic
Hyundai,Sonata,2012,Blue,Foreign Used,138454,2400,N/A,Imported,Imported,Automatic
Toyota,Corolla,2007,Red,Local Used,133864,1800,Abuja,Registered,Imported,Automatic
Mercedes-Benz,E350,2011,Black,Local Used,204407,3500,ABUJA,Registered,Registered,Automatic
Lexus,LS,2009,Black,Local Used,144383,4600,ABUJA,Registered,Registered,Automatic
Lexus,RX 300,2002,Gray,Local Used,273406,3000,N/A,Registered,Imported,Automatic
Lexus,ES,2003,Blue,Local Used,426293,3300,Lagos State,Registered,Registered,Automatic
Toyota,Venza,2012,White,Foreign Used,141132,2700,N/A,Imported,Imported,Automatic
Hyundai,Sonata,2015,Silver,Foreign Used,71192,2400,N/A,Imported,Imported,Automatic
Toyota,Camry,2001,Blue,Local Used,238495,2200,LAGOS,Registered,Registered,Automatic
Lexus,RX,2015,Black,Foreign Used,156701,3500,N/A,Imported,Imported,Automatic
BMW,X3,2007,Black,Local Used,202253,3000,KADUNA,Registered,Registered,Automatic
Toyota,Avalon,2013,Black,Local Used,141691,3500,Lagos,Registered,Imported,Automatic
Toyota,Corolla,2004,Green,Local Used,171428,1800,LAGOS,Registered,Imported,Automatic
Honda,Odyssey,2008,White,Foreign Used,233871,3500,N/A,Imported,Imported,Automatic
Lexus,GX,2005,White,Local Used,207609,4700,Lagos,Registered,Registered,Automatic
Mercedes-Benz,GLK-Class,2010,Black,Foreign Used,N/A,3800,N/A,Imported,Imported,Automatic
Mercedes-Benz,E350,2010,White,Local Used,181925,3500,N/A,Registered,Registered,Automatic
Mercedes-Benz,C250,2012,Blue,Local Used,277146,1800,N/A,Registered,Imported,Automatic
Toyota,Camry,2004,Gray,Local Used,258952,2400,Abuja,Registered,Registered,Automatic
Mazda,6,2005,Gray,Local Used,124327,2500,N/A,Registered,Registered,Automatic
BMW,5 Series,2010,Green,Local Used,329766,3000,LAGOS,Registered,Imported,Automatic
Nissan,Sentra,2008,Gray,Local Used,304005,2000,N/A,Registered,Imported,Automatic
Honda,Pilot,2005,Black,Local Used,270772,N/A,Lagos,Registered,Registered,Automatic
Toyota,Land Cruiser,2014,Black,Local Used,88071,4000,LAGOS,Registered,Registered,Automatic
Mercedes-Benz,GL-Class,2007,Red,Local Used,261923,4700,N/A,Registered,Registered,Automatic
Toyota,Camry,2012,Black,Local Used,104368,3500,Abuja,Registered,Registered,Automatic
Toyota,Corolla,2013,Blue,Local Used,151739,1800,ABUJA,Registered,Imported,Automatic
Ford,Sport Trac,2007,Gray,Local Used,251823,3500,LAGOS,Registered,Registered,Automatic
Toyota,Camry,2003,Black,Local Used,622127,2400,LAGOS,Registered,Registered,Automatic
Mercedes-Benz,C280,2008,Black,Local Used,159685,3000,N/A,Registered,Registered,Automatic
Nissan,X-Trail,2008,Silver,Local Used,102216,2500,N/A,Registered,Imported,Automatic
Toyota,Corolla,2010,White,Foreign Used,152303,1800,N/A,Imported,Imported,Automatic
BMW,525i,2006,White,Local Used,2399999,2500,ABUJA,Registered,Registered,Automatic
Toyota,Hilux,2010,White,Local Used,66834,2700,N/A,Registered,Imported,Automatic
Toyota,RAV4,2013,Gray,Local Used,156072,2500,LAGOS,Registered,Registered,Automatic
Toyota,Camry,2012,Silver,Foreign Used,136079,2500,N/A,Imported,Imported,Automatic
Lexus,IS,2014,Black,Local Used,114181,3500,KANO,Registered,Registered,Automatic
Toyota,Avensis,2007,Blue,Local Used,345254,2000,N/A,Registered,Imported,Automatic
Mercedes-Benz,GLC-Class,2019,Black,Local Used,20580,2000,N/A,Registered,Imported,Automatic
Ford,Explorer,2006,Brown,Local Used,310845,4000,N/A,Registered,Registered,Automatic
Ford,Explorer,2005,Black,Local Used,210913,5400,N/A,Registered,Imported,Automatic
Volkswagen,Jetta,2007,Black,Local Used,280343,2500,LAGOS,Registered,Registered,Automatic
Mercedes-Benz,C240,2003,Black,Local Used,220331,2600,Lagos,Registered,Registered,Automatic
Acura,RDX,2007,Black,Local Used,99999,2300,N/A,Registered,Imported,Automatic
Ford,Escape,2010,Black,Local Used,185918,2500,LAGOS,Registered,Brand new,Automatic
Lexus,ES,2003,Silver,Local Used,224325,3000,LAGOS,Registered,Imported,Automatic
Lexus,ES,2001,Gray,Local Used,354407,3000,LAGOS,Registered,Registered,Automatic
Lexus,GX,2018,Gray,Local Used,87792,4600,N/A,Registered,Imported,Automatic
Toyota,Camry,2013,Red,Foreign Used,132910,2500,N/A,N/A,N/A,CVT
Honda,Crosstour,2010,Gray,Local Used,181447,3500,Abuja,Registered,Registered,Automatic
Toyota,Camry,2011,Blue,Local Used,161160,2500,Lagos,Registered,Imported,Automatic
Honda,Odyssey,2006,Blue,Local Used,175611,3500,Lagos,Registered,Imported,Automatic
GAC,GA3,2020,Black,Local Used,76966,1500,LAGOS,Registered,Imported,Automatic
Mercedes-Benz,C300,2009,White,Local Used,314135,3000,LAGOS,Registered,Imported,Automatic
Land Rover,Range Rover Sport,2012,White,Foreign Used,160180,5000,N/A,Imported,Imported,Automatic
Toyota,Highlander,2007,Blue,Local Used,109072,3300,LAGOS,Registered,Registered,Automatic
Ford,Escape,2008,Off white,Local Used,292965,3000,N/A,Registered,Registered,Automatic
Peugeot,206,2001,Blue,Local Used,140726,1600,Kano,Registered,Registered,Manual
Toyota,Camry,2014,Black,Foreign Used,132897,2500,N/A,Imported,Imported,Automatic
Nissan,Versa,2007,Red,Local Used,N/A,1800,LAGOS,Registered,Registered,Automatic
Peugeot,508,2012,White,Local Used,179557,1600,FCT,Registered,Registered,Automatic
Mercedes-Benz,E400,2016,Silver,Foreign Used,53956,3000,N/A,Imported,Imported,Automatic
Toyota,4-Runner,2007,Gray,Local Used,97575,4000,BENUE,Registered,Registered,Automatic
Toyota,Matrix,2010,Blue,Local Used,188166,2400,LAGOS,Registered,Imported,Automatic
Mazda,CX-9,2008,Red,Local Used,137169,3700,Lagos,Registered,Registered,Automatic
Ford,Mondeo,2008,Green,Local Used,170077,2300,N/A,Registered,Registered,Automatic
Nissan,Sentra,2014,Silver,Local Used,130603,1800,Abuja,Registered,Registered,Automatic
Toyota,Avalon,2006,Blue,Foreign Used,343156,3500,N/A,Imported,Imported,Automatic
Mercedes-Benz,C-Class,2003,Blue,Local Used,87496,2600,LAGOS,Registered,Imported,Automatic
Toyota,Corolla,2004,Gray,Local Used,373790,1800,Lagos,Registered,Imported,Automatic
Lexus,GX,2004,Black,Local Used,282961,4700,Lagos,Registered,Imported,Automatic
Toyota,Camry,2007,Red,Local Used,41927,2800,LAGOS,Registered,Registered,Automatic
Lexus,LS,2012,Black,Local Used,23705,4600,N/A,Registered,Imported,Automatic
Toyota,Land Cruiser Prado,2008,Black,Local Used,150630,2700,N/A,Registered,Imported,Automatic
Toyota,Camry,2020,Black,Foreign Used,97535,2500,N/A,Imported,Imported,Automatic
Toyota,Land Cruiser Prado,2013,Black,Local Used,112670,2700,N/A,Registered,Brand new,Automatic
Mazda,CX-9,2007,Gray,Local Used,205421,3500,N/A,Registered,Registered,Automatic
Mercedes-Benz,GL-Class,2013,Black,Local Used,150787,4600,LAGOS,Registered,Registered,Automatic
Ford,Explorer,2015,Red,Foreign Used,150677,3500,N/A,Imported,Imported,Automatic
Toyota,Sienna,2006,Silver,Local Used,217944,3500,LAGOS,Registered,Registered,Automatic
Toyota,Sienna,2005,Gray,Foreign Used,344522,3300,N/A,Imported,Imported,Automatic
Mercedes-Benz,E350,2006,Blue,Local Used,112117,3500,Abuja,Registered,Registered,Automatic
Toyota,Sienna,2004,Gold,Local Used,154064,3300,LAGOS,Registered,Registered,Automatic
Volkswagen,Vento,2002,White,Local Used,341489,2400,LAGOS,Registered,Imported,Manual
Ford,Edge,2012,White,Local Used,142457,3500,N/A,Registered,Registered,Automatic
Toyota,Previa,1997,Green,Foreign Used,332892,2400,N/A,Imported,Imported,Automatic
Toyota,Camry,2003,Black,Local Used,219231,2400,Abuja,Registered,Registered,Automatic
Volkswagen,Routan,2010,Silver,Foreign Used,135707,4000,N/A,Imported,Imported,Automatic
Acura,TL,2005,Black,Local Used,239057,1700,LAGOS,Registered,Imported,Automatic
Mercedes-Benz,GL-Class,2012,Black,Local Used,209643,4500,N/A,Registered,Imported,Automatic
Mercedes-Benz,GLA 250,2017,White,Foreign Used,169746,2000,N/A,Imported,Imported,Automatic
Mercedes-Benz,M Class,2013,White,Foreign Used,277089,3500,N/A,Imported,Imported,Automatic
Lexus,GS,1999,Gray,Local Used,61963,3000,Abuja,Registered,Registered,Automatic
Lexus,ES,2002,Gold,Local Used,221425,3000,LAGOS,Registered,Registered,Automatic
Toyota,Sienna,2005,Gold,Local Used,179852,3300,LAGOS,Registered,Registered,Automatic
Nissan,Murano,2005,Blue,Local Used,118725,3500,LAGOS,Registered,Registered,Automatic
Land Rover,Range Rover,2006,Black,Local Used,82679,4400,LAGOS,Registered,Registered,Automatic
Hyundai,Elantra,2009,Silver,Local Used,347711,1800,Lagos,Registered,Registered,Manual
Mercedes-Benz,S-Class,2005,Black,Local Used,N/A,4300,LAGOS,Registered,Imported,Automatic
Acura,TL,2013,Red,Local Used,N/A,3500,N/A,Registered,Registered,Automatic
Honda,Pilot,2008,Black,Local Used,190471,3500,LAGOS,Registered,Imported,Automatic
Peugeot,407,2005,Blue,Local Used,99999,2000,N/A,Registered,Registered,Automatic
Hyundai,Sonata,2017,Silver,Foreign Used,86897,2400,N/A,Imported,Imported,Automatic
Toyota,Corolla,2020,Black,Foreign Used,54168,1800,N/A,Imported,Imported,Automatic
Land Rover,Lr3,2007,Black,Local Used,51954,4400,LAGOS,Registered,Registered,Automatic
Porsche,Cayman,2014,Black,Local Used,14130,2700,Lagos,Registered,Brand new,Automatic
Toyota,Corolla,2010,Black,Local Used,486245,1800,BAYELSA,Registered,Registered,Automatic
Hyundai,Elantra,2009,Blue,Local Used,117507,2000,N/A,Registered,Imported,Automatic
Toyota,RAV4,2018,Black,Foreign Used,94222,2500,N/A,Imported,Imported,Automatic
Toyota,Camry,2003,Beige,Local Used,264498,2400,N/A,Registered,Imported,Automatic
Hyundai,Sonata,2016,Blue,Local Used,148904,2400,LAGOS,Registered,Imported,Automatic
Toyota,Sienna,2006,White,Local Used,184236,3300,N/A,Registered,Imported,Automatic
Hyundai,Genesis,2015,White,Local Used,141972,5000,Lagos,Registered,Imported,Automatic
Toyota,Corolla,2010,Silver,Local Used,182083,1800,LAGOS,Registered,Registered,Automatic
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Toyota,Camry,2011,Gold,Local Used,280855,2500,N/A,Registered,Registered,Automatic
